Cruise	Event	Station	Type	DeployTime(ISO8601)	Longitude(DecDeg)	Latitude(DecDeg)	BotDepth(m)	Instrument	time_ISO8601	Pressure(dbar)	Temperature(oC)	Conductivity(S/m)	Oxygen(V)	Depth(m)	Salinity	Oxygen(mL/L)	Oxygen(mg/L)	Oxygen(%)	DescentRate(m/s)
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:41    	47.391000	2.592293	2.924687	2.168773	47.000000	32.445727	6.452441	9.221186	84.555267	1.094067
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:41    	48.420133	2.572013	2.923412	2.167493	48.000000	32.450140	6.452643	9.221473	84.517605	1.066867
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:42    	49.416125	2.540313	2.921445	2.165263	49.000000	32.457662	6.441706	9.205841	84.311829	0.991125
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:43    	50.406706	2.496429	2.918675	2.163012	50.000000	32.467735	6.432427	9.192582	84.103805	0.968294
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:44    	51.425937	2.456306	2.916109	2.159781	51.000000	32.476463	6.418170	9.172205	83.838096	1.025500
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:45    	52.450533	2.438480	2.914971	2.156893	52.000000	32.480073	6.425845	9.183176	83.902946	1.065933
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:46    	53.451800	2.382033	2.911636	2.155207	53.000000	32.495980	6.433223	9.193719	83.889645	1.056867
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:47    	54.464000	2.345800	2.909590	2.152719	54.000000	32.507181	6.414562	9.167051	83.576700	1.045000
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:48    	55.480400	2.240147	2.904298	2.149427	55.000000	32.549280	6.411839	9.163159	83.343809	1.051333
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:49    	56.495125	2.224387	2.904324	2.146300	56.000000	32.565188	6.398708	9.144394	83.149247	1.025875
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:50    	57.497562	2.231612	2.905312	2.142069	57.000000	32.569463	6.363686	9.094343	82.711591	0.987375
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:51    	58.507176	2.221206	2.905237	2.137635	58.000000	32.578653	6.364242	9.095138	82.702368	0.990294
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:52    	59.511800	2.174327	2.903011	2.134613	59.000000	32.598620	6.385170	9.125047	82.887875	1.021267
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:53    	60.516625	2.148625	2.901180	2.132794	60.000000	32.601756	6.389353	9.131023	82.890303	1.058000
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:54    	61.528500	2.082536	2.896897	2.130407	61.000000	32.615957	6.380137	9.117852	82.641046	1.093071
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:55    	62.525933	1.997407	2.891761	2.127887	62.000000	32.639167	6.367229	9.099408	82.310007	1.078133
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:56    	63.541375	2.014606	2.895991	2.123838	63.000000	32.673569	6.335626	9.054245	81.956406	1.010188
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:57    	64.543824	2.032412	2.898178	2.119494	64.000000	32.681882	6.307312	9.013780	81.631488	0.954529
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:58    	65.548118	2.052347	2.900926	2.114082	65.000000	32.694959	6.285327	8.982363	81.395216	0.953353
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:54:59    	66.545625	2.073319	2.905241	2.109756	66.000000	32.726450	6.277295	8.970883	81.351815	1.004250
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:00    	67.557667	2.053187	2.904025	2.106580	67.000000	32.731540	6.273105	8.964894	81.259100	1.086533
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:01    	68.574643	2.041379	2.903031	2.103050	68.000000	32.730814	6.269985	8.960434	81.194051	1.129429
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:02    	69.597733	2.021873	2.901484	2.100560	69.000000	32.731140	6.281723	8.977213	81.306253	1.104267
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:03    	70.609067	2.026340	2.902471	2.098520	70.000000	32.738267	6.264867	8.953121	81.101169	1.062000
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:04    	71.623938	2.023563	2.902426	2.095300	71.000000	32.740019	6.228702	8.901437	80.628326	1.045000
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:05    	72.636333	1.974773	2.899959	2.090920	72.000000	32.759180	6.214237	8.880769	80.352664	1.051067
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:06    	73.627267	1.995533	2.906117	2.086840	73.000000	32.813927	6.193642	8.851332	80.158458	1.055400
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:07    	74.645625	2.010725	2.908651	2.082950	74.000000	32.829212	6.188864	8.844506	80.135826	1.049750
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:08    	75.665200	2.016620	2.909712	2.079620	75.000000	32.835760	6.184578	8.838379	80.095850	1.073067
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:09    	76.657786	2.024486	2.910934	2.077029	76.000000	32.842279	6.185320	8.839439	80.124933	1.118143
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:10    	77.653143	2.026679	2.911390	2.075014	77.000000	32.845129	6.202774	8.864385	80.357101	1.140357
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:10    	78.686600	2.033127	2.912290	2.074780	78.000000	32.849080	6.225543	8.896925	80.667371	1.119733
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:11    	79.712400	2.029400	2.911760	2.074847	79.000000	32.845773	6.197959	8.857503	80.300596	1.058600
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:12    	80.702625	2.016200	2.909804	2.071644	80.000000	32.834550	6.121719	8.748548	79.280289	0.996125
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:13    	81.704647	2.036441	2.913038	2.064576	81.000000	32.853282	6.050072	8.646158	78.402364	0.967471
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:14    	82.707125	2.185781	2.934045	2.057156	82.000000	32.958975	5.989306	8.559316	77.963921	0.988938
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:15    	83.710625	2.243656	2.941451	2.049981	83.000000	32.990238	5.964573	8.523970	77.771901	1.009813
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:16    	84.724375	2.261906	2.943743	2.043700	84.000000	32.999137	5.945947	8.497352	77.569337	1.007562
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:17    	85.752529	2.276871	2.945662	2.037359	85.000000	33.006800	5.925872	8.468664	77.340548	0.979059
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:18    	86.771412	2.289812	2.947220	2.031206	86.000000	33.012100	5.901322	8.433578	77.047965	0.941176
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:20    	87.755471	2.332371	2.952624	2.025329	87.000000	33.034247	5.890054	8.417479	76.994699	0.914882
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:21    	88.745889	2.374233	2.957812	2.020394	88.000000	33.054400	5.878044	8.400313	76.928999	0.905056
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:22    	89.768056	2.376978	2.958215	2.016583	89.000000	33.055967	5.887077	8.413222	77.053342	0.922944
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:23    	90.799118	2.373418	2.957818	2.013824	90.000000	33.054194	5.905801	8.439979	77.290582	0.971588
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:24    	91.797667	2.375073	2.958034	2.014040	91.000000	33.054593	5.949502	8.502435	77.865954	1.024933
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:25    	92.811563	2.372662	2.957741	2.014569	92.000000	33.052919	5.914441	8.452329	77.401523	1.044313
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:26    	93.845812	2.369175	2.957321	2.011481	93.000000	33.050769	5.827499	8.328079	76.255930	1.005063
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:27    	94.847824	2.396765	2.960937	2.003959	94.000000	33.066247	5.743107	8.207474	75.211348	0.940941
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:28    	95.846111	2.612694	2.988031	1.995117	95.000000	33.175244	5.681159	8.118944	74.858522	0.900056
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:29    	96.854333	2.658133	2.993770	1.987633	96.000000	33.198022	5.680753	8.118363	74.949804	0.911556
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:30    	97.843750	2.663512	2.994513	1.982681	97.000000	33.201006	5.683870	8.122819	75.002523	0.957437
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:31    	98.856235	2.664794	2.994676	1.978288	98.000000	33.201129	5.669361	8.102084	74.813505	0.994471
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:32    	99.889063	2.681613	2.996631	1.974000	99.000000	33.207094	5.652455	8.077924	74.624650	0.998687
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:33    	100.883813	2.740775	3.003383	1.969638	100.000000	33.227925	5.619381	8.030659	74.307939	0.981250
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:34    	101.874588	2.767829	3.006548	1.964706	101.000000	33.238035	5.592014	7.991548	74.000926	0.930529
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:35    	102.885474	2.790963	3.009315	1.959526	102.000000	33.247347	5.580251	7.974739	73.892437	0.880579
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:37    	103.891944	2.857139	3.016712	1.954900	103.000000	33.268578	5.560306	7.946236	73.760113	0.868833
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:38    	104.894211	2.874568	3.018804	1.950879	104.000000	33.275500	5.551649	7.933863	73.680612	0.870526
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:39    	105.915333	2.889444	3.020525	1.947328	105.000000	33.280517	5.540733	7.918259	73.565366	0.914167
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:40    	106.920938	2.921337	3.024306	1.943931	106.000000	33.293031	5.526809	7.898364	73.444822	0.976125
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:41    	107.919375	2.949025	3.027559	1.941394	107.000000	33.303438	5.510078	7.874454	73.277923	1.004563
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:42    	108.954294	2.983876	3.031615	1.937588	108.000000	33.316147	5.475994	7.825743	72.893834	0.983588
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:43    	109.970059	3.027347	3.036614	1.933353	109.000000	33.331382	5.458847	7.801236	72.751334	0.912176
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:44    	110.967000	3.074975	3.042047	1.930078	110.000000	33.347515	5.452207	7.791749	72.753747	0.831100
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:45    	111.961842	3.101958	3.045235	NaN	111.000000	33.357721	NaN	NaN	NaN	0.838895
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:47    	112.969056	3.131222	3.048656	NaN	112.000000	33.368383	NaN	NaN	NaN	0.905889
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:48    	113.994176	3.192606	3.055874	NaN	113.000000	33.391735	NaN	NaN	NaN	0.941588
61022	001	NLSC036	C	2013-11-03T13:48:00	-55.874500	47.614333	103.000000	SBE25#1003	2013-11-03T13:55:49    	115.030450	3.247315	3.062171	NaN	114.000000	33.410765	NaN	NaN	NaN	0.340700
61022	002	NLSC035	C	2013-11-03T14:13:00	-55.888333	47.625333	137.000000	SBE25#1003	NaN-NaN-NaNTNaN:NaN:NaN	NaN	NaN	NaN	NaN	0.000000	NaN	NaN	NaN	NaN	NaN
61022	002	NLSC035	C	2013-11-03T14:13:00	-55.888333	47.625333	137.000000	SBE25#1003	2013-11-03T14:13:25    	1.178000	8.070011	3.000083	2.301168	1.000000	28.354774	6.174612	8.824140	89.739492	0.509842
61022	002	NLSC035	C	2013-11-03T14:13:00	-55.888333	47.625333	137.000000	SBE25#1003	2013-11-03T14:13:26    	1.990235	8.067100	3.002691	2.297371	2.000000	28.384006	6.139592	8.774091	89.241557	0.886471
61022	002	NLSC035	C	2013-11-03T14:13:00	-55.888333	47.625333	137.000000	SBE25#1003	2013-11-03T14:13:27    	2.989800	8.050880	3.017875	2.292920	3.000000	28.555387	6.131141	8.762018	89.185307	1.058133
