Cruise	Event	Station	Type	DeployTime(ISO8601)	Longitude(DecDeg)	Latitude(DecDeg)	BotDepth(m)	Instrument	time_ISO8601	Pressure(dbar)	Temperature(oC)	Conductivity(S/m)	Oxygen(V)	Depth(m)	Salinity	Oxygen(mL/L)	Oxygen(mg/L)	Oxygen(%)	DescentRate(m/s)
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	NaN-NaN-NaNTNaN:NaN:NaN	NaN	NaN	NaN	NaN	0.000000	NaN	NaN	NaN	NaN	NaN
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	NaN-NaN-NaNTNaN:NaN:NaN	NaN	NaN	NaN	NaN	1.000000	NaN	NaN	NaN	NaN	NaN
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	NaN-NaN-NaNTNaN:NaN:NaN	NaN	NaN	NaN	NaN	2.000000	NaN	NaN	NaN	NaN	NaN
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:16    	2.965000	17.240800	3.988348	2.823900	3.000000	30.480000	5.837380	8.342190	104.246580	0.239000
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:23    	4.066333	17.039756	3.983435	2.789567	4.000000	30.589656	5.770902	8.247197	102.725417	0.281444
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:27    	5.227143	15.302643	3.873214	2.835529	5.000000	30.971100	6.001549	8.576811	103.484760	0.318857
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:31    	6.199667	14.400150	3.814547	2.829117	6.000000	31.161817	6.241103	8.919162	105.797495	0.491833
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:32    	7.070750	13.478975	3.746192	2.851650	7.000000	31.281200	6.426032	9.183445	106.978693	0.951750
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:33    	8.038667	12.560967	3.675773	2.870133	8.000000	31.378433	6.681650	9.548747	109.200440	1.215667
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:34    	9.019333	11.825367	3.617272	2.898500	9.000000	31.435300	6.980033	9.975167	112.369150	1.337333
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:34    	10.052333	11.188633	3.567581	2.957867	10.000000	31.492567	7.036543	10.055923	111.801903	1.363333
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:35    	11.072333	10.583167	3.519403	2.927700	11.000000	31.536767	6.769083	9.673697	106.185850	1.275667
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:36    	12.099750	9.980675	3.472879	2.909175	12.000000	31.593800	6.876377	9.827030	106.499785	0.966250
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:37    	12.765667	9.559167	3.438638	2.902567	13.000000	31.615967	6.961380	9.948507	106.840963	0.536667
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	NaN-NaN-NaNTNaN:NaN:NaN	NaN	NaN	NaN	NaN	14.000000	NaN	NaN	NaN	NaN	NaN
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:31:59    	15.433000	8.057675	3.330012	2.855725	15.000000	31.828800	7.130660	10.190430	105.976503	0.322500
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:32:01    	16.150636	7.667755	3.297789	2.854182	16.000000	31.840818	7.167152	10.242576	105.587118	0.379000
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:32:04    	17.116700	7.375840	3.275593	2.849450	17.000000	31.869810	7.181677	10.263335	105.118760	0.391800
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:32:06    	18.149875	7.203187	3.262157	2.836775	18.000000	31.883262	7.134778	10.196308	104.028770	0.542625
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:32:07    	19.131200	7.061160	3.250679	2.825460	19.000000	31.889560	7.168914	10.245092	104.189358	0.712600
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:32:09    	20.140200	6.892480	3.236679	2.824700	20.000000	31.892920	7.205046	10.296730	104.310190	0.876200
70005	001	NLSC279	C	2012-07-14T17:28:00	-55.857017	47.534267	172.000000	SBE19#6524	2012-07-14T17:32:10    	21.177250	6.660725	3.217404	2.822250	21.000000	31.896925	7.229340	10.331452	104.104360	0.898500
